raceId,circuitId,year,round,title,when
116,20,2003,9,European Grand Prix,2003-06-29T00:00:00
117,8,2003,10,French Grand Prix,2003-07-06T00:00:00
118,9,2003,11,British Grand Prix,2003-07-20T00:00:00
119,10,2003,12,German Grand Prix,2003-08-03T00:00:00
120,11,2003,13,Hungarian Grand Prix,2003-08-24T00:00:00
121,14,2003,14,Italian Grand Prix,2003-09-14T00:00:00
122,19,2003,15,United States Grand Prix,2003-09-28T00:00:00
123,22,2003,16,Japanese Grand Prix,2003-10-12T00:00:00
90,1,2004,1,Australian Grand Prix,2004-03-07T00:00:00
91,2,2004,2,Malaysian Grand Prix,2004-03-21T00:00:00
92,3,2004,3,Bahrain Grand Prix,2004-04-04T00:00:00
93,21,2004,4,San Marino Grand Prix,2004-04-25T00:00:00
94,4,2004,5,Spanish Grand Prix,2004-05-09T00:00:00
95,6,2004,6,Monaco Grand Prix,2004-05-23T00:00:00
96,20,2004,7,European Grand Prix,2004-05-30T00:00:00
97,7,2004,8,Canadian Grand Prix,2004-06-13T00:00:00
98,19,2004,9,United States Grand Prix,2004-06-20T00:00:00
99,8,2004,10,French Grand Prix,2004-07-04T00:00:00
100,9,2004,11,British Grand Prix,2004-07-11T00:00:00
101,10,2004,12,German Grand Prix,2004-07-25T00:00:00
102,11,2004,13,Hungarian Grand Prix,2004-08-15T00:00:00
103,13,2004,14,Belgian Grand Prix,2004-08-29T00:00:00
104,14,2004,15,Italian Grand Prix,2004-09-12T00:00:00
105,17,2004,16,Chinese Grand Prix,2004-09-26T00:00:00
106,22,2004,17,Japanese Grand Prix,2004-10-10T00:00:00
107,18,2004,18,Brazilian Grand Prix,2004-10-24T00:00:00
71,1,2005,1,Australian Grand Prix,2005-03-06T14:00:00
72,2,2005,2,Malaysian Grand Prix,2005-03-20T15:00:00
73,3,2005,3,Bahrain Grand Prix,2005-04-03T14:30:00
74,21,2005,4,San Marino Grand Prix,2005-04-24T14:00:00
75,4,2005,5,Spanish Grand Prix,2005-05-08T14:00:00
76,6,2005,6,Monaco Grand Prix,2005-05-22T14:00:00
77,20,2005,7,European Grand Prix,2005-05-29T14:00:00
78,7,2005,8,Canadian Grand Prix,2005-06-12T13:00:00
79,19,2005,9,United States Grand Prix,2005-06-19T14:00:00
80,8,2005,10,French Grand Prix,2005-07-03T14:00:00
81,9,2005,11,British Grand Prix,2005-07-10T14:00:00
82,10,2005,12,German Grand Prix,2005-07-24T14:00:00
83,11,2005,13,Hungarian Grand Prix,2005-07-31T14:00:00
84,5,2005,14,Turkish Grand Prix,2005-08-21T15:00:00
85,14,2005,15,Italian Grand Prix,2005-09-04T14:00:00
86,13,2005,16,Belgian Grand Prix,2005-09-11T14:00:00
87,18,2005,17,Brazilian Grand Prix,2005-09-25T14:00:00
88,22,2005,18,Japanese Grand Prix,2005-10-09T14:00:00
89,17,2005,19,Chinese Grand Prix,2005-10-16T14:00:00
53,3,2006,1,Bahrain Grand Prix,2006-03-12T14:30:00
54,2,2006,2,Malaysian Grand Prix,2006-03-19T15:00:00
55,1,2006,3,Australian Grand Prix,2006-04-02T14:00:00
56,21,2006,4,San Marino Grand Prix,2006-04-23T14:00:00
57,20,2006,5,European Grand Prix,2006-05-07T14:00:00
58,4,2006,6,Spanish Grand Prix,2006-05-14T14:00:00
59,6,2006,7,Monaco Grand Prix,2006-05-28T14:00:00
60,9,2006,8,British Grand Prix,2006-06-11T12:00:00
61,7,2006,9,Canadian Grand Prix,2006-06-25T13:00:00
62,19,2006,10,United States Grand Prix,2006-07-02T14:00:00
63,8,2006,11,French Grand Prix,2006-07-16T14:00:00
64,10,2006,12,German Grand Prix,2006-07-30T14:00:00
65,11,2006,13,Hungarian Grand Prix,2006-08-06T14:00:00
66,5,2006,14,Turkish Grand Prix,2006-08-27T15:00:00
67,14,2006,15,Italian Grand Prix,2006-09-10T14:00:00
68,17,2006,16,Chinese Grand Prix,2006-10-01T14:00:00
69,22,2006,17,Japanese Grand Prix,2006-10-08T14:00:00
70,18,2006,18,Brazilian Grand Prix,2006-10-22T14:00:00
36,1,2007,1,Australian Grand Prix,2007-03-18T03:00:00
37,2,2007,2,Malaysian Grand Prix,2007-04-08T07:00:00
38,3,2007,3,Bahrain Grand Prix,2007-04-15T11:30:00
39,4,2007,4,Spanish Grand Prix,2007-05-13T12:00:00
40,6,2007,5,Monaco Grand Prix,2007-05-27T12:00:00
41,7,2007,6,Canadian Grand Prix,2007-06-10T17:00:00
42,19,2007,7,United States Grand Prix,2007-06-17T17:00:00
43,8,2007,8,French Grand Prix,2007-07-01T12:00:00
44,9,2007,9,British Grand Prix,2007-07-08T12:00:00
45,20,2007,10,European Grand Prix,2007-07-22T12:00:00
46,11,2007,11,Hungarian Grand Prix,2007-08-05T12:00:00
47,5,2007,12,Turkish Grand Prix,2007-08-26T12:00:00
48,14,2007,13,Italian Grand Prix,2007-09-09T12:00:00
49,13,2007,14,Belgian Grand Prix,2007-09-16T12:00:00
50,16,2007,15,Japanese Grand Prix,2007-09-30T04:30:00
51,17,2007,16,Chinese Grand Prix,2007-10-07T06:00:00
52,18,2007,17,Brazilian Grand Prix,2007-10-21T16:00:00
18,1,2008,1,Australian Grand Prix,2008-03-16T04:30:00
19,2,2008,2,Malaysian Grand Prix,2008-03-23T07:00:00
20,3,2008,3,Bahrain Grand Prix,2008-04-06T11:30:00
21,4,2008,4,Spanish Grand Prix,2008-04-27T12:00:00
22,5,2008,5,Turkish Grand Prix,2008-05-11T12:00:00
23,6,2008,6,Monaco Grand Prix,2008-05-25T12:00:00
24,7,2008,7,Canadian Grand Prix,2008-06-08T17:00:00
25,8,2008,8,French Grand Prix,2008-06-22T12:00:00
26,9,2008,9,British Grand Prix,2008-07-06T12:00:00
27,10,2008,10,German Grand Prix,2008-07-20T12:00:00
28,11,2008,11,Hungarian Grand Prix,2008-08-03T12:00:00
29,12,2008,12,European Grand Prix,2008-08-24T12:00:00
30,13,2008,13,Belgian Grand Prix,2008-09-07T12:00:00
31,14,2008,14,Italian Grand Prix,2008-09-14T12:00:00
32,15,2008,15,Singapore Grand Prix,2008-09-28T12:00:00
33,16,2008,16,Japanese Grand Prix,2008-10-12T04:30:00
34,17,2008,17,Chinese Grand Prix,2008-10-19T07:00:00
35,18,2008,18,Brazilian Grand Prix,2008-11-02T17:00:00
1,1,2009,1,Australian Grand Prix,2009-03-29T06:00:00
2,2,2009,2,Malaysian Grand Prix,2009-04-05T09:00:00
3,17,2009,3,Chinese Grand Prix,2009-04-19T07:00:00
4,3,2009,4,Bahrain Grand Prix,2009-04-26T12:00:00
5,4,2009,5,Spanish Grand Prix,2009-05-10T12:00:00
6,6,2009,6,Monaco Grand Prix,2009-05-24T12:00:00
7,5,2009,7,Turkish Grand Prix,2009-06-07T12:00:00
8,9,2009,8,British Grand Prix,2009-06-21T12:00:00
9,20,2009,9,German Grand Prix,2009-07-12T12:00:00
10,11,2009,10,Hungarian Grand Prix,2009-07-26T12:00:00
11,12,2009,11,European Grand Prix,2009-08-23T12:00:00
12,13,2009,12,Belgian Grand Prix,2009-08-30T12:00:00
13,14,2009,13,Italian Grand Prix,2009-09-13T12:00:00
14,15,2009,14,Singapore Grand Prix,2009-09-27T12:00:00
15,22,2009,15,Japanese Grand Prix,2009-10-04T05:00:00
16,18,2009,16,Brazilian Grand Prix,2009-10-18T16:00:00
17,24,2009,17,Abu Dhabi Grand Prix,2009-11-01T11:00:00
337,3,2010,1,Bahrain Grand Prix,2010-03-14T12:00:00
338,1,2010,2,Australian Grand Prix,2010-03-28T06:00:00
339,2,2010,3,Malaysian Grand Prix,2010-04-04T08:00:00
340,17,2010,4,Chinese Grand Prix,2010-04-18T06:00:00
341,4,2010,5,Spanish Grand Prix,2010-05-09T12:00:00
342,6,2010,6,Monaco Grand Prix,2010-05-16T12:00:00
343,5,2010,7,Turkish Grand Prix,2010-05-30T11:00:00
344,7,2010,8,Canadian Grand Prix,2010-06-13T16:00:00
345,12,2010,9,European Grand Prix,2010-06-27T12:00:00
346,9,2010,10,British Grand Prix,2010-07-11T12:00:00
347,10,2010,11,German Grand Prix,2010-07-25T12:00:00
348,11,2010,12,Hungarian Grand Prix,2010-08-01T12:00:00
349,13,2010,13,Belgian Grand Prix,2010-08-29T12:00:00
350,14,2010,14,Italian Grand Prix,2010-09-12T12:00:00
351,15,2010,15,Singapore Grand Prix,2010-09-26T12:00:00
352,22,2010,16,Japanese Grand Prix,2010-10-10T06:00:00
353,35,2010,17,Korean Grand Prix,2010-10-24T05:00:00
354,18,2010,18,Brazilian Grand Prix,2010-11-07T16:00:00
355,24,2010,19,Abu Dhabi Grand Prix,2010-11-14T13:00:00
841,1,2011,1,Australian Grand Prix,2011-03-27T06:00:00
842,2,2011,2,Malaysian Grand Prix,2011-04-10T08:00:00
843,17,2011,3,Chinese Grand Prix,2011-04-17T07:00:00
844,5,2011,4,Turkish Grand Prix,2011-05-08T12:00:00
845,4,2011,5,Spanish Grand Prix,2011-05-22T12:00:00
846,6,2011,6,Monaco Grand Prix,2011-05-29T12:00:00
847,7,2011,7,Canadian Grand Prix,2011-06-12T17:00:00
848,12,2011,8,European Grand Prix,2011-06-26T12:00:00
849,9,2011,9,British Grand Prix,2011-07-10T12:00:00
850,20,2011,10,German Grand Prix,2011-07-24T12:00:00
851,11,2011,11,Hungarian Grand Prix,2011-07-31T12:00:00
852,13,2011,12,Belgian Grand Prix,2011-08-28T12:00:00
853,14,2011,13,Italian Grand Prix,2011-09-11T12:00:00
854,15,2011,14,Singapore Grand Prix,2011-09-25T12:00:00
855,22,2011,15,Japanese Grand Prix,2011-10-09T06:00:00
856,35,2011,16,Korean Grand Prix,2011-10-16T06:00:00
857,68,2011,17,Indian Grand Prix,2011-10-30T09:30:00
858,24,2011,18,Abu Dhabi Grand Prix,2011-11-13T13:00:00
859,18,2011,19,Brazilian Grand Prix,2011-11-27T16:00:00
860,1,2012,1,Australian Grand Prix,2012-03-18T06:00:00
861,2,2012,2,Malaysian Grand Prix,2012-03-25T08:00:00
862,17,2012,3,Chinese Grand Prix,2012-04-15T07:00:00
863,3,2012,4,Bahrain Grand Prix,2012-04-22T12:00:00
864,4,2012,5,Spanish Grand Prix,2012-05-13T12:00:00
865,6,2012,6,Monaco Grand Prix,2012-05-27T12:00:00
866,7,2012,7,Canadian Grand Prix,2012-06-10T18:00:00
867,12,2012,8,European Grand Prix,2012-06-24T12:00:00
868,9,2012,9,British Grand Prix,2012-07-08T12:00:00
869,10,2012,10,German Grand Prix,2012-07-22T12:00:00
870,11,2012,11,Hungarian Grand Prix,2012-07-29T12:00:00
871,13,2012,12,Belgian Grand Prix,2012-09-02T12:00:00
872,14,2012,13,Italian Grand Prix,2012-09-09T12:00:00
873,15,2012,14,Singapore Grand Prix,2012-09-23T12:00:00
874,22,2012,15,Japanese Grand Prix,2012-10-07T06:00:00
875,35,2012,16,Korean Grand Prix,2012-10-14T06:00:00
876,68,2012,17,Indian Grand Prix,2012-10-28T09:30:00
877,24,2012,18,Abu Dhabi Grand Prix,2012-11-04T13:00:00
878,69,2012,19,United States Grand Prix,2012-11-18T19:00:00
879,18,2012,20,Brazilian Grand Prix,2012-11-25T16:00:00
880,1,2013,1,Australian Grand Prix,2013-03-17T06:00:00
881,2,2013,2,Malaysian Grand Prix,2013-03-24T08:00:00
882,17,2013,3,Chinese Grand Prix,2013-04-14T07:00:00
883,3,2013,4,Bahrain Grand Prix,2013-04-21T12:00:00
884,4,2013,5,Spanish Grand Prix,2013-05-12T12:00:00
885,6,2013,6,Monaco Grand Prix,2013-05-26T12:00:00
886,7,2013,7,Canadian Grand Prix,2013-06-09T18:00:00
887,9,2013,8,British Grand Prix,2013-06-30T12:00:00
888,20,2013,9,German Grand Prix,2013-07-07T12:00:00
890,11,2013,10,Hungarian Grand Prix,2013-07-28T12:00:00
891,13,2013,11,Belgian Grand Prix,2013-08-25T12:00:00
892,14,2013,12,Italian Grand Prix,2013-09-08T12:00:00
893,15,2013,13,Singapore Grand Prix,2013-09-22T12:00:00
894,35,2013,14,Korean Grand Prix,2013-10-06T06:00:00
895,22,2013,15,Japanese Grand Prix,2013-10-13T06:00:00
896,68,2013,16,Indian Grand Prix,2013-10-27T09:30:00
897,24,2013,17,Abu Dhabi Grand Prix,2013-11-03T13:00:00
898,69,2013,18,United States Grand Prix,2013-11-17T19:00:00
899,18,2013,19,Brazilian Grand Prix,2013-11-24T16:00:00
900,1,2014,1,Australian Grand Prix,2014-03-16T06:00:00
901,2,2014,2,Malaysian Grand Prix,2014-03-30T08:00:00
902,3,2014,3,Bahrain Grand Prix,2014-04-06T15:00:00
903,17,2014,4,Chinese Grand Prix,2014-04-20T07:00:00
904,4,2014,5,Spanish Grand Prix,2014-05-11T12:00:00
905,6,2014,6,Monaco Grand Prix,2014-05-25T12:00:00
906,7,2014,7,Canadian Grand Prix,2014-06-08T18:00:00
907,70,2014,8,Austrian Grand Prix,2014-06-22T12:00:00
908,9,2014,9,British Grand Prix,2014-07-06T12:00:00
909,10,2014,10,German Grand Prix,2014-07-20T12:00:00
910,11,2014,11,Hungarian Grand Prix,2014-07-27T12:00:00
911,13,2014,12,Belgian Grand Prix,2014-08-24T12:00:00
912,14,2014,13,Italian Grand Prix,2014-09-07T12:00:00
913,15,2014,14,Singapore Grand Prix,2014-09-21T12:00:00
914,22,2014,15,Japanese Grand Prix,2014-10-05T06:00:00
915,71,2014,16,Russian Grand Prix,2014-10-12T11:00:00
916,69,2014,17,United States Grand Prix,2014-11-02T20:00:00
917,18,2014,18,Brazilian Grand Prix,2014-11-09T16:00:00
918,24,2014,19,Abu Dhabi Grand Prix,2014-11-23T13:00:00
926,1,2015,1,Australian Grand Prix,2015-03-15T05:00:00
927,2,2015,2,Malaysian Grand Prix,2015-03-29T07:00:00
928,17,2015,3,Chinese Grand Prix,2015-04-12T06:00:00
929,3,2015,4,Bahrain Grand Prix,2015-04-19T15:00:00
930,4,2015,5,Spanish Grand Prix,2015-05-10T12:00:00
931,6,2015,6,Monaco Grand Prix,2015-05-24T12:00:00
932,7,2015,7,Canadian Grand Prix,2015-06-07T18:00:00
933,70,2015,8,Austrian Grand Prix,2015-06-21T12:00:00
934,9,2015,9,British Grand Prix,2015-07-05T12:00:00
936,11,2015,10,Hungarian Grand Prix,2015-07-26T12:00:00
937,13,2015,11,Belgian Grand Prix,2015-08-23T12:00:00
938,14,2015,12,Italian Grand Prix,2015-09-06T12:00:00
939,15,2015,13,Singapore Grand Prix,2015-09-20T12:00:00
940,22,2015,14,Japanese Grand Prix,2015-09-27T05:00:00
941,71,2015,15,Russian Grand Prix,2015-10-11T11:00:00
942,69,2015,16,United States Grand Prix,2015-10-25T19:00:00
943,32,2015,17,Mexican Grand Prix,2015-11-01T19:00:00
944,18,2015,18,Brazilian Grand Prix,2015-11-15T16:00:00
945,24,2015,19,Abu Dhabi Grand Prix,2015-11-29T13:00:00
948,1,2016,1,Australian Grand Prix,2016-03-20T05:00:00
949,3,2016,2,Bahrain Grand Prix,2016-04-03T15:00:00
950,17,2016,3,Chinese Grand Prix,2016-04-17T06:00:00
951,71,2016,4,Russian Grand Prix,2016-05-01T12:00:00
952,4,2016,5,Spanish Grand Prix,2016-05-15T12:00:00
953,6,2016,6,Monaco Grand Prix,2016-05-29T12:00:00
954,7,2016,7,Canadian Grand Prix,2016-06-12T18:00:00
955,73,2016,8,European Grand Prix,2016-06-19T13:00:00
956,70,2016,9,Austrian Grand Prix,2016-07-03T12:00:00
957,9,2016,10,British Grand Prix,2016-07-10T12:00:00
958,11,2016,11,Hungarian Grand Prix,2016-07-24T12:00:00
959,10,2016,12,German Grand Prix,2016-07-31T12:00:00
960,13,2016,13,Belgian Grand Prix,2016-08-28T12:00:00
961,14,2016,14,Italian Grand Prix,2016-09-04T12:00:00
962,15,2016,15,Singapore Grand Prix,2016-09-18T12:00:00
963,2,2016,16,Malaysian Grand Prix,2016-10-02T07:00:00
964,22,2016,17,Japanese Grand Prix,2016-10-09T05:00:00
965,69,2016,18,United States Grand Prix,2016-10-23T19:00:00
966,32,2016,19,Mexican Grand Prix,2016-10-30T19:00:00
967,18,2016,20,Brazilian Grand Prix,2016-11-13T16:00:00
968,24,2016,21,Abu Dhabi Grand Prix,2016-11-27T13:00:00
969,1,2017,1,Australian Grand Prix,2017-03-26T05:00:00
970,17,2017,2,Chinese Grand Prix,2017-04-09T06:00:00
971,3,2017,3,Bahrain Grand Prix,2017-04-16T15:00:00
972,71,2017,4,Russian Grand Prix,2017-04-30T12:00:00
973,4,2017,5,Spanish Grand Prix,2017-05-14T12:00:00
974,6,2017,6,Monaco Grand Prix,2017-05-28T12:00:00
975,7,2017,7,Canadian Grand Prix,2017-06-11T18:00:00
976,73,2017,8,Azerbaijan Grand Prix,2017-06-25T13:00:00
977,70,2017,9,Austrian Grand Prix,2017-07-09T12:00:00
978,9,2017,10,British Grand Prix,2017-07-16T12:00:00
979,11,2017,11,Hungarian Grand Prix,2017-07-30T12:00:00
980,13,2017,12,Belgian Grand Prix,2017-08-27T12:00:00
981,14,2017,13,Italian Grand Prix,2017-09-03T12:00:00
982,15,2017,14,Singapore Grand Prix,2017-09-17T12:00:00
983,2,2017,15,Malaysian Grand Prix,2017-10-01T07:00:00
984,22,2017,16,Japanese Grand Prix,2017-10-08T05:00:00
985,69,2017,17,United States Grand Prix,2017-10-22T19:00:00
986,32,2017,18,Mexican Grand Prix,2017-10-29T19:00:00
987,18,2017,19,Brazilian Grand Prix,2017-11-12T16:00:00
988,24,2017,20,Abu Dhabi Grand Prix,2017-11-26T13:00:00
989,1,2018,1,Australian Grand Prix,2018-03-25T05:10:00
990,3,2018,2,Bahrain Grand Prix,2018-04-08T15:10:00
991,17,2018,3,Chinese Grand Prix,2018-04-15T06:10:00
992,73,2018,4,Azerbaijan Grand Prix,2018-04-29T12:10:00
993,4,2018,5,Spanish Grand Prix,2018-05-13T13:10:00
994,6,2018,6,Monaco Grand Prix,2018-05-27T13:10:00
995,7,2018,7,Canadian Grand Prix,2018-06-10T18:10:00
996,34,2018,8,French Grand Prix,2018-06-24T14:10:00
997,70,2018,9,Austrian Grand Prix,2018-07-01T13:10:00
998,9,2018,10,British Grand Prix,2018-07-08T13:10:00
999,10,2018,11,German Grand Prix,2018-07-22T13:10:00
1000,11,2018,12,Hungarian Grand Prix,2018-07-29T13:10:00
1001,13,2018,13,Belgian Grand Prix,2018-08-26T13:10:00
1002,14,2018,14,Italian Grand Prix,2018-09-02T13:10:00
1003,15,2018,15,Singapore Grand Prix,2018-09-16T12:10:00
1004,71,2018,16,Russian Grand Prix,2018-09-30T11:10:00
1005,22,2018,17,Japanese Grand Prix,2018-10-07T05:10:00
1006,69,2018,18,United States Grand Prix,2018-10-21T18:10:00
1007,32,2018,19,Mexican Grand Prix,2018-10-28T19:10:00
1008,18,2018,20,Brazilian Grand Prix,2018-11-11T17:10:00
1009,24,2018,21,Abu Dhabi Grand Prix,2018-11-25T13:10:00
1010,1,2019,1,Australian Grand Prix,2019-03-17T05:10:00
1011,3,2019,2,Bahrain Grand Prix,2019-03-31T15:10:00
1012,17,2019,3,Chinese Grand Prix,2019-04-14T06:10:00
1013,73,2019,4,Azerbaijan Grand Prix,2019-04-28T12:10:00
1014,4,2019,5,Spanish Grand Prix,2019-05-12T13:10:00
1015,6,2019,6,Monaco Grand Prix,2019-05-26T13:10:00
1016,7,2019,7,Canadian Grand Prix,2019-06-09T18:10:00
1017,34,2019,8,French Grand Prix,2019-06-23T13:10:00
1018,70,2019,9,Austrian Grand Prix,2019-06-30T13:10:00
1019,9,2019,10,British Grand Prix,2019-07-14T13:10:00
1020,10,2019,11,German Grand Prix,2019-07-28T13:10:00
1021,11,2019,12,Hungarian Grand Prix,2019-08-04T13:10:00
1022,13,2019,13,Belgian Grand Prix,2019-09-01T13:10:00
1023,14,2019,14,Italian Grand Prix,2019-09-08T13:10:00
1024,15,2019,15,Singapore Grand Prix,2019-09-22T12:10:00
1025,71,2019,16,Russian Grand Prix,2019-09-29T11:10:00
1026,22,2019,17,Japanese Grand Prix,2019-10-13T05:10:00
1027,32,2019,18,Mexican Grand Prix,2019-10-27T19:10:00
1028,69,2019,19,United States Grand Prix,2019-11-03T19:10:00
1029,18,2019,20,Brazilian Grand Prix,2019-11-17T17:10:00
1030,24,2019,21,Abu Dhabi Grand Prix,2019-12-01T13:10:00
1031,70,2020,1,Austrian Grand Prix,2020-07-05T13:10:00
1032,70,2020,2,Styrian Grand Prix,2020-07-12T13:10:00
1033,11,2020,3,Hungarian Grand Prix,2020-07-19T13:10:00
1034,9,2020,4,British Grand Prix,2020-08-02T13:10:00
1035,9,2020,5,70th Anniversary Grand Prix,2020-08-09T13:10:00
1036,4,2020,6,Spanish Grand Prix,2020-08-16T13:10:00
1037,13,2020,7,Belgian Grand Prix,2020-08-30T13:10:00
1038,14,2020,8,Italian Grand Prix,2020-09-06T13:10:00
1039,76,2020,9,Tuscan Grand Prix,2020-09-13T13:10:00
1040,71,2020,10,Russian Grand Prix,2020-09-27T11:10:00
1041,20,2020,11,Eifel Grand Prix,2020-10-11T13:10:00
1042,75,2020,12,Portuguese Grand Prix,2020-10-25T12:10:00
1043,21,2020,13,Emilia Romagna Grand Prix,2020-11-01T12:10:00
1044,5,2020,14,Turkish Grand Prix,2020-11-15T10:10:00
1045,3,2020,15,Bahrain Grand Prix,2020-11-29T14:10:00
1046,3,2020,16,Sakhir Grand Prix,2020-12-06T17:10:00
1047,24,2020,17,Abu Dhabi Grand Prix,2020-12-13T13:10:00
1052,3,2021,1,Bahrain Grand Prix,2021-03-28T15:00:00
1053,21,2021,2,Emilia Romagna Grand Prix,2021-04-18T13:00:00
1054,75,2021,3,Portuguese Grand Prix,2021-05-02T14:00:00
1055,4,2021,4,Spanish Grand Prix,2021-05-09T13:00:00
1056,6,2021,5,Monaco Grand Prix,2021-05-23T13:00:00
1057,73,2021,6,Azerbaijan Grand Prix,2021-06-06T12:00:00
1058,5,2021,7,Turkish Grand Prix,2021-06-13T13:00:00
1059,34,2021,8,French Grand Prix,2021-06-27T13:00:00
1060,70,2021,9,Austrian Grand Prix,2021-07-04T13:00:00
1061,9,2021,10,British Grand Prix,2021-07-18T14:00:00
1062,11,2021,11,Hungarian Grand Prix,2021-08-01T13:00:00
1063,13,2021,12,Belgian Grand Prix,2021-08-29T13:00:00
1064,39,2021,13,Dutch Grand Prix,2021-09-05T13:00:00
1065,14,2021,14,Italian Grand Prix,2021-09-12T13:00:00
1066,71,2021,15,Russian Grand Prix,2021-09-26T12:00:00
1067,15,2021,16,Singapore Grand Prix,2021-10-03T12:00:00
1068,22,2021,17,Japanese Grand Prix,2021-10-10T05:00:00
1069,69,2021,18,United States Grand Prix,2021-10-24T19:00:00
1070,32,2021,19,Mexico City Grand Prix,2021-10-31T19:00:00
1071,18,2021,20,Brazilian Grand Prix,2021-11-07T17:00:00
1051,1,2021,21,Australian Grand Prix,2021-11-21T06:00:00
1072,77,2021,22,Saudi Arabian Grand Prix,2021-12-05T16:00:00
1073,24,2021,23,Abu Dhabi Grand Prix,2021-12-12T13:00:00
